,Transaction ID,Price Per Unit,Quantity,Total Spent,Item,Transaction Date,Payment Method,Location
5198,TXN_5647773,5.0,2.0,10.0,Salad,2023-07-20,Cash,In-store
5199,TXN_5648512,3.0,4.0,12.0,Juice,2023-01-30,Digital Wallet,Takeaway
5200,TXN_5649204,4.0,1.0,4.0,Smoothie,2023-03-05,Cash,In-store
5201,TXN_5649995,1.5,2.0,3.0,Tea,2023-03-05,Digital Wallet,Takeaway
5202,TXN_5650608,3.0,1.0,3.0,Juice,2023-06-25,Digital Wallet,In-store
5203,TXN_5651348,5.0,3.0,15.0,Salad,2023-11-04,Cash,Takeaway
5204,TXN_5651620,4.0,2.0,8.0,Sandwich,2023-05-16,Credit Card,In-store
5205,TXN_5652473,4.0,4.0,16.0,Smoothie,2023-03-19,Digital Wallet,In-store
5206,TXN_5654331,2.0,4.0,8.0,Coffee,2023-07-31,Cash,In-store
5207,TXN_5654490,1.5,4.0,6.0,Tea,2023-05-22,Credit Card,In-store
5208,TXN_5654663,3.0,1.0,3.0,Juice,2023-07-31,Digital Wallet,Takeaway
5209,TXN_5656252,4.0,4.0,16.0,Sandwich,2023-08-04,Credit Card,Takeaway
5210,TXN_5657259,1.5,2.0,3.0,Tea,2023-03-03,Digital Wallet,In-store
5211,TXN_5658895,3.0,2.0,6.0,Juice,2023-09-21,Cash,In-store
5212,TXN_5660244,3.0,5.0,15.0,Cake,2023-10-04,Digital Wallet,Takeaway
5213,TXN_5660949,1.0,3.0,3.0,Cookie,2023-01-10,Credit Card,In-store
5214,TXN_5661147,3.0,1.0,3.0,Cake,2023-11-06,Cash,Takeaway
5215,TXN_5661323,1.0,2.0,2.0,Cookie,2023-05-06,Credit Card,Takeaway
5216,TXN_5661891,5.0,1.0,5.0,Salad,2023-10-28,Digital Wallet,Takeaway
5217,TXN_5662517,1.5,2.0,3.0,Tea,2023-01-05,Credit Card,Takeaway
5218,TXN_5663260,4.0,4.0,16.0,Sandwich,2023-10-08,Digital Wallet,In-store
5219,TXN_5664467,1.5,4.0,6.0,Tea,2023-11-06,Digital Wallet,Takeaway
5220,TXN_5664982,1.5,5.0,7.5,Tea,2023-12-24,Digital Wallet,In-store
5221,TXN_5665311,1.0,2.0,2.0,Cookie,2023-05-17,Credit Card,In-store
5222,TXN_5665341,1.5,5.0,7.5,Tea,2023-02-27,Cash,In-store
5223,TXN_5665767,1.5,4.0,6.0,Tea,2023-08-22,Digital Wallet,In-store
5224,TXN_5666241,1.0,4.0,4.0,Cookie,2023-07-18,Digital Wallet,Takeaway
5225,TXN_5666369,3.0,2.0,6.0,Juice,2023-07-17,Digital Wallet,In-store
5226,TXN_5668193,2.0,5.0,10.0,Coffee,2023-08-14,Cash,Takeaway
5227,TXN_5669113,4.0,2.0,8.0,Sandwich,2023-03-19,Credit Card,Takeaway
5228,TXN_5671075,1.5,5.0,7.5,Tea,2023-12-25,Cash,In-store
5229,TXN_5671997,3.0,3.0,9.0,Juice,2023-09-03,Digital Wallet,Takeaway
5230,TXN_5672156,1.0,2.0,2.0,Cookie,2023-07-05,Credit Card,In-store
5231,TXN_5672583,3.0,2.0,6.0,Juice,2023-04-09,Cash,Takeaway
5232,TXN_5673476,4.0,4.0,16.0,Smoothie,2023-02-09,Cash,Takeaway
5233,TXN_5674503,3.0,3.0,9.0,Cake,2023-12-14,Cash,Takeaway
5234,TXN_5675095,4.0,4.0,16.0,Sandwich,2023-05-18,Digital Wallet,Takeaway
5235,TXN_5677869,3.0,5.0,15.0,Juice,2023-11-19,Cash,In-store
5236,TXN_5677927,5.0,5.0,25.0,Salad,2023-12-20,Digital Wallet,In-store
5237,TXN_5679014,2.0,1.0,2.0,Coffee,2023-06-12,Digital Wallet,In-store
5238,TXN_5679295,1.5,5.0,7.5,Tea,2023-04-30,Digital Wallet,Takeaway
5239,TXN_5679935,2.0,2.0,4.0,Coffee,2023-07-19,Credit Card,Takeaway
5240,TXN_5680238,3.0,5.0,15.0,Juice,2023-12-17,Digital Wallet,In-store
5241,TXN_5680396,4.0,2.0,8.0,Sandwich,2023-12-21,Digital Wallet,In-store
5242,TXN_5680629,3.0,2.0,6.0,Cake,2023-04-30,Cash,Takeaway
5243,TXN_5680657,3.0,5.0,15.0,Juice,2023-05-16,Cash,In-store
5244,TXN_5680687,5.0,4.0,20.0,Salad,2023-11-22,Credit Card,In-store
5245,TXN_5683213,4.0,2.0,8.0,Smoothie,2023-10-30,Credit Card,In-store
5246,TXN_5685028,3.0,5.0,15.0,Cake,2023-08-12,Digital Wallet,Takeaway
5247,TXN_5686113,4.0,5.0,20.0,Sandwich,2023-09-09,Digital Wallet,In-store
5248,TXN_5687012,5.0,2.0,10.0,Salad,2023-03-12,Cash,In-store
5249,TXN_5689687,3.0,5.0,15.0,Cake,2023-06-04,Cash,In-store
5250,TXN_5691112,3.0,5.0,15.0,Juice,2023-03-24,Digital Wallet,In-store
5251,TXN_5692316,4.0,1.0,4.0,Smoothie,2023-06-22,Digital Wallet,In-store
5252,TXN_5693294,3.0,3.0,9.0,Juice,2023-12-30,Credit Card,In-store
5253,TXN_5695074,3.0,4.0,12.0,Juice,2023-04-10,Credit Card,Takeaway
5254,TXN_5696844,1.0,2.0,2.0,Cookie,2023-01-29,Digital Wallet,In-store
5255,TXN_5697414,3.0,5.0,15.0,Cake,2023-02-16,Credit Card,In-store
5256,TXN_5697778,3.0,3.0,9.0,Cake,2023-03-08,Cash,Takeaway
5257,TXN_5698925,3.0,2.0,6.0,Juice,2023-04-08,Digital Wallet,In-store
5258,TXN_5700545,5.0,2.0,10.0,Salad,2023-05-25,Credit Card,In-store
5259,TXN_5701303,2.0,1.0,2.0,Coffee,2023-09-08,Digital Wallet,Takeaway
5260,TXN_5706734,3.0,1.0,3.0,Juice,2023-09-09,Cash,In-store
5261,TXN_5707386,1.5,5.0,7.5,Tea,2023-06-28,Digital Wallet,Takeaway
5262,TXN_5708913,3.0,2.0,6.0,Cake,2023-04-29,Cash,In-store
5263,TXN_5709834,3.0,4.0,12.0,Cake,2023-03-24,Digital Wallet,Takeaway
5264,TXN_5710748,5.0,1.0,5.0,Salad,2023-10-31,Cash,In-store
5265,TXN_5712248,4.0,5.0,20.0,Sandwich,2023-03-02,Credit Card,Takeaway
5266,TXN_5713298,4.0,2.0,8.0,Smoothie,2023-07-14,Credit Card,In-store
5267,TXN_5714767,5.0,4.0,20.0,Salad,2023-03-02,Digital Wallet,Takeaway
5268,TXN_5716276,1.5,4.0,6.0,Tea,2023-09-12,Digital Wallet,In-store
5269,TXN_5719592,2.0,1.0,2.0,Coffee,2023-08-07,Credit Card,In-store
5270,TXN_5720183,1.0,5.0,5.0,Cookie,2023-05-30,Credit Card,Takeaway
5271,TXN_5721215,1.5,2.0,3.0,Tea,2023-05-17,Digital Wallet,Takeaway
5272,TXN_5721846,1.0,3.0,3.0,Cookie,2023-04-14,Cash,Takeaway
5273,TXN_5722123,3.0,4.0,12.0,Cake,2023-11-23,Digital Wallet,Takeaway
5274,TXN_5722175,1.5,2.0,3.0,Tea,2023-03-01,Digital Wallet,Takeaway
5275,TXN_5723229,3.0,5.0,15.0,Juice,2023-06-23,Digital Wallet,Takeaway
5276,TXN_5724548,3.0,5.0,15.0,Cake,2023-08-12,Cash,Takeaway
5277,TXN_5726114,4.0,3.0,12.0,Smoothie,2023-07-14,Digital Wallet,Takeaway
5278,TXN_5726998,3.0,3.0,9.0,Cake,2023-08-12,Credit Card,Takeaway
5279,TXN_5727550,2.0,3.0,6.0,Coffee,2023-10-11,Digital Wallet,Takeaway
5280,TXN_5728193,4.0,1.0,4.0,Sandwich,2023-10-11,Credit Card,In-store
5281,TXN_5728991,5.0,2.0,10.0,Salad,2023-01-01,Cash,In-store
5282,TXN_5729112,2.0,1.0,2.0,Coffee,2023-06-30,Credit Card,Takeaway
5283,TXN_5731238,3.0,2.0,6.0,Cake,2023-03-27,Credit Card,Takeaway
5284,TXN_5732357,1.5,5.0,7.5,Tea,2023-05-06,Credit Card,In-store
5285,TXN_5732615,2.0,2.0,4.0,Coffee,2023-12-05,Cash,Takeaway
5286,TXN_5734186,3.0,3.0,9.0,Juice,2023-04-03,Cash,In-store
5287,TXN_5734319,2.0,5.0,10.0,Coffee,2023-06-01,Cash,Takeaway
5288,TXN_5734395,4.0,5.0,20.0,Sandwich,2023-05-17,Cash,Takeaway
5289,TXN_5734442,1.0,4.0,4.0,Cookie,2023-10-01,Credit Card,Takeaway
5290,TXN_5735731,4.0,2.0,8.0,Smoothie,2023-01-22,Credit Card,In-store
5291,TXN_5736595,2.0,3.0,6.0,Coffee,2023-08-14,Credit Card,Takeaway
5292,TXN_5737641,1.0,1.0,1.0,Cookie,2023-02-16,Digital Wallet,Takeaway
5293,TXN_5737831,3.0,4.0,12.0,Juice,2023-05-15,Digital Wallet,Takeaway
5294,TXN_5738243,5.0,5.0,25.0,Salad,2023-08-30,Credit Card,Takeaway
5295,TXN_5738282,3.0,4.0,12.0,Cake,2023-08-30,Credit Card,In-store
5296,TXN_5738521,2.0,5.0,10.0,Coffee,2023-03-14,Digital Wallet,Takeaway
5297,TXN_5739806,4.0,3.0,12.0,Smoothie,2023-09-18,Credit Card,In-store
5298,TXN_5740553,5.0,5.0,25.0,Salad,2023-08-29,Cash,In-store
5299,TXN_5741619,4.0,5.0,20.0,Smoothie,2023-01-02,Cash,In-store
5300,TXN_5742202,5.0,2.0,10.0,Salad,2023-01-02,Cash,Takeaway
5301,TXN_5743519,4.0,2.0,8.0,Smoothie,2023-05-23,Cash,In-store
5302,TXN_5743616,3.0,4.0,12.0,Cake,2023-12-14,Cash,Takeaway
5303,TXN_5743619,5.0,5.0,25.0,Salad,2023-11-07,Digital Wallet,Takeaway
5304,TXN_5744026,5.0,4.0,20.0,Salad,2023-04-03,Cash,In-store
5305,TXN_5744797,3.0,1.0,3.0,Cake,2023-12-20,Cash,In-store
5306,TXN_5745054,4.0,1.0,4.0,Smoothie,2023-01-26,Credit Card,In-store
5307,TXN_5745921,4.0,2.0,8.0,Sandwich,2023-03-01,Credit Card,In-store
5308,TXN_5745955,4.0,4.0,16.0,Smoothie,2023-03-01,Credit Card,In-store
5309,TXN_5746203,1.5,5.0,7.5,Tea,2023-07-08,Cash,In-store
5310,TXN_5746800,2.0,4.0,8.0,Coffee,2023-07-04,Credit Card,Takeaway
5311,TXN_5747094,3.0,2.0,6.0,Juice,2023-05-11,Digital Wallet,Takeaway
5312,TXN_5747509,1.0,2.0,2.0,Cookie,2023-10-30,Cash,In-store
5313,TXN_5747642,5.0,2.0,10.0,Salad,2023-07-26,Cash,Takeaway
5314,TXN_5747859,3.0,1.0,3.0,Cake,2023-03-13,Credit Card,Takeaway
5315,TXN_5748083,5.0,2.0,10.0,Salad,2023-04-08,Cash,Takeaway
5316,TXN_5749454,3.0,4.0,12.0,Juice,2023-12-04,Digital Wallet,Takeaway
5317,TXN_5750248,5.0,4.0,20.0,Salad,2023-07-20,Digital Wallet,In-store
5318,TXN_5750278,5.0,3.0,15.0,Salad,2023-06-08,Cash,Takeaway
5319,TXN_5751040,1.5,5.0,7.5,Tea,2023-02-27,Cash,In-store
5320,TXN_5752187,3.0,4.0,12.0,Juice,2023-02-27,Digital Wallet,In-store
5321,TXN_5753095,4.0,4.0,16.0,Sandwich,2023-06-25,Credit Card,In-store
5322,TXN_5753111,5.0,1.0,5.0,Salad,2023-04-25,Credit Card,In-store
5323,TXN_5754317,2.0,2.0,4.0,Coffee,2023-01-10,Credit Card,Takeaway
5324,TXN_5755839,4.0,3.0,12.0,Sandwich,2023-12-19,Credit Card,In-store
5325,TXN_5757196,3.0,5.0,15.0,Juice,2023-12-19,Digital Wallet,In-store
5326,TXN_5757933,1.5,1.0,1.5,Tea,2023-02-20,Cash,In-store
5327,TXN_5758199,2.0,4.0,8.0,Coffee,2023-06-11,Credit Card,Takeaway
5328,TXN_5761073,1.0,1.0,1.0,Cookie,2023-06-11,Cash,In-store
5329,TXN_5761207,4.0,3.0,12.0,Smoothie,2023-04-19,Credit Card,In-store
5330,TXN_5761414,4.0,1.0,4.0,Smoothie,2023-10-02,Digital Wallet,In-store
5331,TXN_5762127,2.0,2.0,4.0,Coffee,2023-11-10,Digital Wallet,Takeaway
5332,TXN_5762440,4.0,5.0,20.0,Sandwich,2023-03-05,Cash,In-store
5333,TXN_5762828,1.5,2.0,3.0,Tea,2023-03-23,Digital Wallet,In-store
5334,TXN_5763254,2.0,3.0,6.0,Coffee,2023-09-15,Digital Wallet,Takeaway
5335,TXN_5763287,3.0,2.0,6.0,Cake,2023-06-27,Credit Card,Takeaway
5336,TXN_5763520,5.0,1.0,5.0,Salad,2023-01-17,Cash,In-store
5337,TXN_5764902,1.5,5.0,7.5,Tea,2023-03-22,Digital Wallet,Takeaway
5338,TXN_5764993,5.0,3.0,15.0,Salad,2023-04-26,Cash,Takeaway
5339,TXN_5765294,1.0,4.0,4.0,Cookie,2023-11-14,Digital Wallet,In-store
5340,TXN_5765576,4.0,5.0,20.0,Sandwich,2023-11-22,Credit Card,In-store
5341,TXN_5766532,4.0,5.0,20.0,Smoothie,2023-06-23,Cash,In-store
5342,TXN_5767392,3.0,5.0,15.0,Cake,2023-10-24,Credit Card,Takeaway
5343,TXN_5767393,4.0,3.0,12.0,Smoothie,2023-09-11,Digital Wallet,In-store
5344,TXN_5767429,3.0,2.0,6.0,Cake,2023-03-19,Cash,Takeaway
5345,TXN_5774784,3.0,5.0,15.0,Cake,2023-10-04,Cash,In-store
5346,TXN_5775113,5.0,1.0,5.0,Salad,2023-10-23,Digital Wallet,In-store
5347,TXN_5775717,1.5,3.0,4.5,Tea,2023-08-02,Digital Wallet,Takeaway
5348,TXN_5776252,1.5,4.0,6.0,Tea,2023-08-11,Cash,Takeaway
5349,TXN_5777164,4.0,1.0,4.0,Smoothie,2023-02-07,Credit Card,Takeaway
5350,TXN_5777224,1.5,3.0,4.5,Tea,2023-09-16,Digital Wallet,In-store
5351,TXN_5777542,4.0,2.0,8.0,Sandwich,2023-10-22,Credit Card,In-store
5352,TXN_5777903,2.0,2.0,4.0,Coffee,2023-05-15,Digital Wallet,Takeaway
5353,TXN_5780615,4.0,3.0,12.0,Smoothie,2023-12-24,Cash,In-store
5354,TXN_5780931,1.5,4.0,6.0,Tea,2023-10-06,Digital Wallet,In-store
5355,TXN_5781767,4.0,5.0,20.0,Sandwich,2023-04-27,Credit Card,In-store
5356,TXN_5783469,5.0,3.0,15.0,Salad,2023-06-14,Cash,In-store
5357,TXN_5784372,5.0,2.0,10.0,Salad,2023-05-23,Cash,In-store
5358,TXN_5784400,3.0,4.0,12.0,Cake,2023-11-25,Digital Wallet,Takeaway
5359,TXN_5785600,5.0,5.0,25.0,Salad,2023-12-10,Cash,In-store
5360,TXN_5785639,5.0,1.0,5.0,Salad,2023-04-10,Credit Card,In-store
5361,TXN_5787508,3.0,3.0,9.0,Juice,2023-07-23,Credit Card,Takeaway
5362,TXN_5788053,4.0,5.0,20.0,Sandwich,2023-01-04,Digital Wallet,In-store
5363,TXN_5788769,3.0,1.0,3.0,Juice,2023-07-19,Cash,In-store
5364,TXN_5789560,3.0,2.0,6.0,Juice,2023-02-13,Cash,Takeaway
5365,TXN_5790078,3.0,4.0,12.0,Juice,2023-04-16,Digital Wallet,Takeaway
5366,TXN_5790213,3.0,3.0,9.0,Juice,2023-08-30,Cash,In-store
5367,TXN_5790695,1.5,5.0,7.5,Tea,2023-04-24,Credit Card,Takeaway
5368,TXN_5791605,4.0,3.0,12.0,Smoothie,2023-05-17,Digital Wallet,Takeaway
5369,TXN_5792655,3.0,1.0,3.0,Juice,2023-12-21,Digital Wallet,Takeaway
5370,TXN_5793057,4.0,3.0,12.0,Sandwich,2023-02-25,Credit Card,In-store
5371,TXN_5793417,4.0,2.0,8.0,Sandwich,2023-12-29,Digital Wallet,In-store
5372,TXN_5795475,1.5,3.0,4.5,Tea,2023-09-21,Digital Wallet,In-store
5373,TXN_5796131,4.0,3.0,12.0,Smoothie,2023-09-30,Digital Wallet,Takeaway
5374,TXN_5797307,1.5,5.0,7.5,Tea,2023-03-16,Digital Wallet,In-store
5375,TXN_5799196,4.0,3.0,12.0,Sandwich,2023-12-03,Digital Wallet,In-store
5376,TXN_5801294,5.0,1.0,5.0,Salad,2023-10-20,Cash,In-store
5377,TXN_5804346,1.5,1.0,1.5,Tea,2023-07-05,Credit Card,In-store
5378,TXN_5806624,1.0,5.0,5.0,Cookie,2023-07-09,Credit Card,In-store
5379,TXN_5807634,4.0,5.0,20.0,Sandwich,2023-05-23,Digital Wallet,In-store
5380,TXN_5808539,4.0,1.0,4.0,Sandwich,2023-06-30,Credit Card,Takeaway
5381,TXN_5808719,3.0,1.0,3.0,Juice,2023-10-01,Cash,In-store
5382,TXN_5808749,5.0,1.0,5.0,Salad,2023-01-25,Cash,Takeaway
5383,TXN_5811766,3.0,5.0,15.0,Cake,2023-01-25,Digital Wallet,In-store
5384,TXN_5811955,5.0,2.0,10.0,Salad,2023-06-29,Credit Card,Takeaway
5385,TXN_5812394,5.0,5.0,25.0,Salad,2023-10-17,Cash,In-store
5386,TXN_5812552,3.0,1.0,3.0,Cake,2023-09-17,Cash,Takeaway
5387,TXN_5813015,1.0,5.0,5.0,Cookie,2023-10-07,Digital Wallet,Takeaway
5388,TXN_5814878,4.0,2.0,8.0,Smoothie,2023-04-02,Digital Wallet,In-store
5389,TXN_5817802,2.0,5.0,10.0,Coffee,2023-02-13,Digital Wallet,In-store
5390,TXN_5817991,4.0,4.0,16.0,Smoothie,2023-05-24,Cash,In-store
5391,TXN_5818032,1.0,1.0,1.0,Cookie,2023-04-19,Digital Wallet,Takeaway
5392,TXN_5818852,3.0,2.0,6.0,Juice,2023-03-04,Digital Wallet,In-store
5393,TXN_5820621,1.0,5.0,5.0,Cookie,2023-12-01,Digital Wallet,In-store
5394,TXN_5820892,3.0,1.0,3.0,Juice,2023-11-14,Digital Wallet,In-store
5395,TXN_5822344,4.0,5.0,20.0,Sandwich,2023-09-27,Cash,In-store
5396,TXN_5823330,5.0,3.0,15.0,Salad,2023-10-19,Digital Wallet,In-store
5397,TXN_5824950,2.0,1.0,2.0,Coffee,2023-12-06,Credit Card,In-store
5398,TXN_5826333,1.0,1.0,1.0,Cookie,2023-05-14,Cash,Takeaway
5399,TXN_5827969,5.0,5.0,25.0,Salad,2023-07-03,Digital Wallet,In-store
5400,TXN_5828907,1.0,5.0,5.0,Cookie,2023-05-13,Digital Wallet,Takeaway
5401,TXN_5830991,1.0,4.0,4.0,Cookie,2023-11-07,Digital Wallet,Takeaway
5402,TXN_5832513,3.0,4.0,12.0,Juice,2023-11-02,Cash,In-store
5403,TXN_5832968,5.0,5.0,25.0,Salad,2023-06-05,Cash,Takeaway
5404,TXN_5834491,1.5,3.0,4.5,Tea,2023-08-13,Digital Wallet,In-store
5405,TXN_5835004,4.0,5.0,20.0,Smoothie,2023-04-14,Credit Card,In-store
5406,TXN_5836079,2.0,1.0,2.0,Coffee,2023-07-14,Digital Wallet,Takeaway
5407,TXN_5837801,5.0,1.0,5.0,Salad,2023-01-25,Credit Card,In-store
5408,TXN_5839300,3.0,1.0,3.0,Cake,2023-07-01,Credit Card,Takeaway
5409,TXN_5840223,1.5,4.0,6.0,Tea,2023-12-20,Cash,In-store
5410,TXN_5841004,1.0,2.0,2.0,Cookie,2023-04-28,Credit Card,In-store
5411,TXN_5844851,4.0,5.0,20.0,Smoothie,2023-02-15,Digital Wallet,In-store
5412,TXN_5845583,1.5,4.0,6.0,Tea,2023-10-19,Cash,In-store
5413,TXN_5846013,1.5,2.0,3.0,Tea,2023-12-20,Digital Wallet,In-store
5414,TXN_5848025,1.5,5.0,7.5,Tea,2023-01-19,Credit Card,In-store
5415,TXN_5849947,4.0,5.0,20.0,Sandwich,2023-02-02,Cash,In-store
5416,TXN_5852244,3.0,2.0,6.0,Cake,2023-10-15,Credit Card,Takeaway
5417,TXN_5853158,4.0,4.0,16.0,Sandwich,2023-09-25,Cash,Takeaway
5418,TXN_5853281,2.0,4.0,8.0,Coffee,2023-08-29,Digital Wallet,Takeaway
5419,TXN_5855756,4.0,1.0,4.0,Sandwich,2023-08-29,Credit Card,In-store
5420,TXN_5855981,3.0,2.0,6.0,Juice,2023-11-09,Cash,In-store
5421,TXN_5856820,1.5,2.0,3.0,Tea,2023-07-18,Credit Card,Takeaway
5422,TXN_5858713,1.0,2.0,2.0,Cookie,2023-03-05,Credit Card,In-store
5423,TXN_5858988,3.0,1.0,3.0,Juice,2023-06-24,Credit Card,Takeaway
5424,TXN_5860664,3.0,5.0,15.0,Juice,2023-06-06,Digital Wallet,In-store
5425,TXN_5861158,4.0,3.0,12.0,Sandwich,2023-11-21,Credit Card,Takeaway
5426,TXN_5861636,2.0,4.0,8.0,Coffee,2023-05-15,Credit Card,Takeaway
5427,TXN_5862289,3.0,4.0,12.0,Juice,2023-01-05,Digital Wallet,Takeaway
5428,TXN_5862795,5.0,2.0,10.0,Salad,2023-02-25,Digital Wallet,In-store
5429,TXN_5863411,1.0,3.0,3.0,Cookie,2023-09-21,Digital Wallet,In-store
5430,TXN_5863650,1.5,1.0,1.5,Tea,2023-08-09,Digital Wallet,In-store
5431,TXN_5865534,4.0,4.0,16.0,Smoothie,2023-10-16,Digital Wallet,In-store
5432,TXN_5868082,2.0,5.0,10.0,Coffee,2023-10-22,Credit Card,In-store
5433,TXN_5875188,5.0,3.0,15.0,Salad,2023-07-09,Digital Wallet,In-store
5434,TXN_5875201,4.0,1.0,4.0,Sandwich,2023-01-31,Credit Card,In-store
5435,TXN_5875661,4.0,3.0,12.0,Sandwich,2023-08-12,Credit Card,In-store
5436,TXN_5878649,5.0,3.0,15.0,Salad,2023-02-15,Cash,Takeaway
5437,TXN_5879154,5.0,2.0,10.0,Salad,2023-06-28,Cash,Takeaway
5438,TXN_5880567,4.0,5.0,20.0,Smoothie,2023-02-13,Digital Wallet,In-store
5439,TXN_5880883,4.0,5.0,20.0,Sandwich,2023-02-02,Digital Wallet,In-store
5440,TXN_5881237,1.0,2.0,2.0,Cookie,2023-08-14,Digital Wallet,Takeaway
5441,TXN_5881757,4.0,3.0,12.0,Sandwich,2023-08-15,Credit Card,In-store
5442,TXN_5882077,4.0,3.0,12.0,Sandwich,2023-03-10,Credit Card,Takeaway
5443,TXN_5882566,3.0,1.0,3.0,Cake,2023-07-09,Cash,Takeaway
5444,TXN_5882584,3.0,5.0,15.0,Cake,2023-09-16,Cash,In-store
5445,TXN_5884081,1.0,3.0,9.0,Cookie,2023-07-05,Digital Wallet,In-store
5446,TXN_5889049,1.0,2.0,2.0,Cookie,2023-07-14,Digital Wallet,In-store
5447,TXN_5889912,5.0,1.0,5.0,Salad,2023-09-26,Cash,In-store
5448,TXN_5891724,5.0,5.0,25.0,Salad,2023-12-10,Credit Card,In-store
5449,TXN_5892508,4.0,1.0,4.0,Smoothie,2023-03-21,Credit Card,Takeaway
5450,TXN_5893283,3.0,3.0,9.0,Juice,2023-08-15,Cash,In-store
5451,TXN_5894676,4.0,5.0,20.0,Smoothie,2023-06-17,Credit Card,Takeaway
5452,TXN_5895177,3.0,5.0,15.0,Cake,2023-08-16,Cash,Takeaway
5453,TXN_5895330,5.0,5.0,25.0,Salad,2023-05-12,Cash,In-store
5454,TXN_5896141,4.0,5.0,20.0,Smoothie,2023-03-08,Digital Wallet,In-store
5455,TXN_5896413,2.0,3.0,6.0,Coffee,2023-03-08,Cash,In-store
5456,TXN_5896728,3.0,4.0,12.0,Juice,2023-10-06,Digital Wallet,Takeaway
5457,TXN_5897205,1.0,1.0,1.0,Cookie,2023-06-10,Digital Wallet,In-store
5458,TXN_5898238,2.0,5.0,10.0,Coffee,2023-06-29,Credit Card,Takeaway
5459,TXN_5898743,3.0,4.0,12.0,Juice,2023-06-29,Digital Wallet,Takeaway
5460,TXN_5899361,3.0,1.0,3.0,Cake,2023-08-08,Credit Card,Takeaway
5461,TXN_5900899,1.0,4.0,4.0,Cookie,2023-08-08,Digital Wallet,Takeaway
5462,TXN_5901180,1.0,3.0,3.0,Cookie,2023-12-20,Digital Wallet,Takeaway
5463,TXN_5901182,4.0,5.0,20.0,Sandwich,2023-07-15,Digital Wallet,In-store
5464,TXN_5901887,4.0,4.0,16.0,Smoothie,2023-08-31,Digital Wallet,Takeaway
5465,TXN_5902629,1.0,3.0,3.0,Cookie,2023-01-26,Cash,Takeaway
5466,TXN_5904646,4.0,1.0,4.0,Smoothie,2023-03-26,Digital Wallet,In-store
5467,TXN_5905025,1.0,4.0,4.0,Cookie,2023-03-08,Digital Wallet,Takeaway
5468,TXN_5905580,1.0,3.0,3.0,Cookie,2023-02-20,Cash,Takeaway
5469,TXN_5906365,1.0,1.0,1.0,Cookie,2023-03-13,Digital Wallet,Takeaway
5470,TXN_5906520,5.0,2.0,10.0,Salad,2023-01-31,Cash,In-store
5471,TXN_5907854,3.0,3.0,9.0,Juice,2023-11-11,Digital Wallet,In-store
5472,TXN_5908078,2.0,1.0,2.0,Coffee,2023-03-23,Digital Wallet,In-store
5473,TXN_5908104,4.0,2.0,8.0,Sandwich,2023-05-12,Credit Card,In-store
5474,TXN_5908362,4.0,5.0,20.0,Sandwich,2023-10-03,Digital Wallet,In-store
5475,TXN_5908857,4.0,5.0,20.0,Smoothie,2023-06-04,Digital Wallet,In-store
5476,TXN_5909816,3.0,5.0,15.0,Juice,2023-09-19,Cash,Takeaway
5477,TXN_5910268,5.0,4.0,20.0,Salad,2023-07-04,Cash,Takeaway
5478,TXN_5910541,3.0,5.0,15.0,Cake,2023-09-08,Cash,In-store
5479,TXN_5913013,1.0,2.0,2.0,Cookie,2023-11-29,Credit Card,Takeaway
5480,TXN_5914284,2.0,2.0,4.0,Coffee,2023-06-25,Credit Card,Takeaway
5481,TXN_5915706,1.5,1.0,1.5,Tea,2023-08-18,Cash,In-store
5482,TXN_5916991,3.0,2.0,6.0,Juice,2023-02-06,Digital Wallet,Takeaway
5483,TXN_5919038,1.0,1.0,1.0,Cookie,2023-12-15,Credit Card,In-store
5484,TXN_5921442,4.0,4.0,16.0,Smoothie,2023-02-04,Cash,Takeaway
5485,TXN_5921650,5.0,4.0,20.0,Salad,2023-10-13,Cash,In-store
5486,TXN_5921766,4.0,3.0,12.0,Smoothie,2023-11-06,Digital Wallet,In-store
5487,TXN_5922981,5.0,5.0,25.0,Salad,2023-11-10,Digital Wallet,Takeaway
5488,TXN_5923474,3.0,4.0,12.0,Cake,2023-11-10,Cash,In-store
5489,TXN_5926025,4.0,2.0,8.0,Sandwich,2023-07-29,Digital Wallet,In-store
5490,TXN_5926432,4.0,4.0,16.0,Smoothie,2023-06-29,Cash,In-store
5491,TXN_5926836,3.0,5.0,15.0,Cake,2023-08-07,Cash,In-store
5492,TXN_5926982,2.0,4.0,8.0,Coffee,2023-05-16,Digital Wallet,Takeaway
5493,TXN_5927258,1.5,5.0,7.5,Tea,2023-10-18,Digital Wallet,In-store
5494,TXN_5927620,4.0,1.0,4.0,Smoothie,2023-05-04,Credit Card,In-store
5495,TXN_5927884,2.0,4.0,8.0,Coffee,2023-12-21,Digital Wallet,Takeaway
5496,TXN_5927925,3.0,4.0,12.0,Juice,2023-11-02,Digital Wallet,In-store
5497,TXN_5929341,3.0,2.0,6.0,Juice,2023-05-12,Digital Wallet,Takeaway
5498,TXN_5929633,3.0,3.0,9.0,Cake,2023-02-27,Cash,In-store
5499,TXN_5929797,4.0,1.0,4.0,Sandwich,2023-05-12,Credit Card,In-store
5500,TXN_5930304,4.0,2.0,8.0,Sandwich,2023-11-02,Digital Wallet,In-store
5501,TXN_5930921,1.0,2.0,2.0,Cookie,2023-11-02,Digital Wallet,Takeaway
